,Name,URL,Category,Attributes,Size,Volume,Loop count,Wedge count,Claw count,Cross count,Triangle count,Square count,4-Tour count,Maximum degree,Average degree,Fill,Size of LCC,Diameter,50-Percentile effective diameter,90-Percentile effective diameter,Median distance,Mean distance,Gini coefficient,Balanced inequality ratio,Relative edge distribution entropy,Power law exponent,Tail power law exponent,Tail power law exponent with p,p-value,Degree assortativity,Degree assortativity p-value,Clustering coefficient,Spectral norm,Algebraic connectivity,Spectral separation,Non-bipartivity,Normalized non-bipartivity,Algebraic non-bipartivity,Spectral bipartite frustration,Controllability,Relative controllability,Left size,Right size,Maximum left degree,Maximum right degree,Average left degree,Average right degree,Left balanced inequality ratio,Right balanced inequality ratio,Left tail power law exponent with p,Left p-value,Right tail power law exponent with p,Right p-value,Maximum outdegree,Maximum indegree,Size of LSCC,Relative size of LSCC,Outdegree balanced inequality ratio,Indegree balanced inequality ratio,In/outdegree correlation,Directed clustering coefficient,Operator 2-norm,Cyclic eigenvalue,Reciprocity,Negativity,Algebraic conflict,Triadic conflict,Spectral signed frustration,Outdegree tail power law exponent with p,Outdegree p-value,Indegree tail power law exponent with p,Indegree p-value,Unique edge count,Average edge multiplicity
mhu,Wiktionary edits (hu),edit-huwiktionary/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",388013,2150545,,52198980769,,,,31989405344.0,464713924542.0,305940,11.0849,,384396,12.0,3.07527,3.84703,4.0,3.13238,0.777,0.197322,,2.07016,,,,-0.241505,0.0,,1655.77,,,,,,,,,1424.0,386589.0,305940.0,722.0,1510.21,5.56287,0.0281505,0.284112,,,,,,,,,,,,,,,,,,,,,,,,1345399.0,1.59844
Wuz,Wikipedia links (uz),wikipedia_link_uz/,Hyperlink network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",439347,3926707,,26247848464,651300423134038,1.486 31 × 1019,68288964.0,87066497201.0,,123728,17.8752,,439263,9.0,3.0214,3.86583,4.0,3.45912,,0.128727,,,,,,-0.130885,0.0,0.00780509,,,,0.0820099,0.00456058,,0.000169523,,,,,,,,,,,,,,,614.0,123701.0,,,0.159534,0.169006,,0.859227,766.343,282.103,,,,,,,,,,,
WC,Wikipedia categories (en),wiki-en-cat/,Feature network,"['Bipartite', 'undirected', 'Unweighted', 'no multiple edges']",2036440,3795796,,898164591,,3001843059062188,,160976541.0,4888065352.0,11593,3.72787,,1893657,46.0,11.3771,15.3072,12.0,11.7501,0.640075,0.257484,0.90229,2.61468,2.381,,,0.0935305,0.0,,147.912,0.000224266,1.09529,,,,,,,1853493.0,182947.0,54.0,11593.0,2.04791,20.7481,0.368946,0.197671,,,,,,,,,,,,,,,,,,,,,,,,,
mpt,Wiktionary edits (pt),edit-ptwiktionary/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",340357,2252790,,59916559758,2847033080897105,,,51682710958.0,653130712212.0,409449,13.2378,,338000,10.0,1.87192,3.77027,2.0,2.83873,0.760271,0.209046,,,3.001,,,-0.185731,0.0,,1890.98,,,,,,,,,5213.0,335144.0,409449.0,6361.0,432.148,6.72186,0.0210601,0.306792,,,,,,,,,,,,,,,,,,,,,,,,1375504.0,1.63779
ta,Wikipedia edits (ta),edit-tawiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",330121,2191339,,6518965827,,,,4722879363.0,63861503858.0,105430,13.276,,323447,14.0,3.50184,5.02205,4.0,3.99942,0.853277,,,,,,,-0.201063,0.0,,10417.2,,,,,,,,,15251.0,314870.0,105430.0,12881.0,143.685,6.9595,,,,,,,,,,,,,,,,,,,,,,,,,,983701.0,2.22765
Ds,Discogs label–style,discogs_lstyle/,Feature network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",244147,5255950,,5820293288,36106246831981,211425343527647648,,5232874697.0,65147206418.0,285519,43.0556,0.0114057,244147,7.0,3.41884,3.8838,4.0,3.72383,0.921496,0.100002,0.733028,2.03757,2.461,,,-0.180548,0.0,,27460.8,0.585786,2.11692,,,,,243381.0,0.996863,243764.0,383.0,98683.0,285519.0,21.5616,13723.1,0.150738,0.196689,,,,,,,,,,,,,,,,,,,,,,,,1064853.0,4.93585
ven,Wikivoyage edits (en),edit-enwikivoyage/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",180704,2271834,,3153913551,,,,4372744139.0,47599355330.0,71413,25.1443,,176707,11.0,3.36538,4.5534,4.0,3.78404,,0.133376,,2.27879,,,,-0.253485,0.0,,,,,,,,,,,45641.0,135063.0,71413.0,29479.0,49.7762,16.8206,0.083584,0.157656,,,,,,,,,,,,,,,,,,,,,,,,717367.0,3.16691
bs,Wikipedia edits (bs),edit-bswiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",363654,2341558,,28787944341,,7.243 61 × 1019,,19923342385.0,274543242304.0,338397,12.8779,,362135,10.0,3.08837,3.83013,4.0,3.15877,,0.12425,,,,,,-0.328969,0.0,,2268.22,,,,,,,,,9994.0,353660.0,338397.0,6924.0,234.296,6.62093,0.025691,0.188876,,,,,,,,,,,,,,,,,,,,,,,,1174690.0,1.99334
Tru,Wikipedia talk (ru),wiki_talk_ru/,Communication network,"['Unipartite', 'directed', 'Unweighted', 'multiple edges']",457017,2282055,,25135039055,,,1825612.0,4632803687.0,137604283760.0,188103,9.98674,,449042,8.0,3.0026,3.80786,4.0,3.28639,,,,3.64944,1.851,,,-0.384446,0.0,0.000217896,16905.3,0.0877337,1.60698,0.926913,0.0300477,0.087219,0.00559342,420007.0,0.919018,,,,,,,,,,,,,188102.0,25917.0,,,,,,,8527.66,8374.71,,,,,,,,,,919790.0,2.48106
kk,Wikipedia edits (kk),edit-kkwiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",515572,2304757,,81728501403,,,,26387011679.0,538013594602.0,517309,8.94058,0.000346129,512405,13.0,3.03139,3.91364,4.0,3.14454,0.768668,0.207934,,,1.651,,,-0.315556,0.0,,3534.26,,,,,,,,,8554.0,507018.0,517309.0,2925.0,269.436,4.54571,0.0367297,0.29615,,,,,,,,,,,,,,,,,,,,,,,,1501173.0,1.5353
ben,Wikibooks edits (en),edit-enwikibooks/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",328993,2233443,,5255623618,,,,1523983107.0,33216173564.0,106575,13.5774,,313096,13.0,3.65808,4.94917,4.0,4.17734,0.815331,0.164954,,,2.251,,,-0.209422,0.0,,5192.56,0.051873,1.10968,,,,,117330.0,,79268.0,249725.0,106575.0,12113.0,28.1758,8.94361,0.116142,0.208526,,,,,,,,,,,,,,,,,,,,,,,,766272.0,2.91469
Waz,Wikipedia links (az),wikipedia_link_az/,Hyperlink network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",167246,4465854,,2842801427,,,78180069.0,31143227741.0,,22662,53.4046,,166993,10.0,2.85725,3.89662,3.0,3.41417,,0.209182,,,2.621,,,-0.0833359,0.0,0.0825032,,,,0.399629,0.0884933,0.17039,0.00103994,,,,,,,,,,,,,,,2541.0,21504.0,,,0.228923,0.185953,,0.604101,525.102,251.013,0.479779,,,,,,,,,,
ml,Wikipedia edits (ml),edit-mlwiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",362166,2349591,,7236441972,,817525241406720128,,3406295614.0,56199087604.0,82791,12.9752,,359504,11.0,3.49935,4.48967,4.0,3.94725,,,,,2.091,,,-0.242073,0.0,,3682.34,,,,,,,,,36162.0,326004.0,82791.0,9934.0,64.974,7.20725,,,,,,,,,,,,,,,,,,,,,,,,,,1094136.0,2.14744
Wzh-min-nan,Wikipedia links (zh-min-nan),wikipedia_link_zh_min_nan/,Hyperlink network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",429317,4421679,145.0,17692846133,,,90790035.0,41994257123.0,,111978,20.5987,,429150,11.0,3.36397,4.7486,4.0,3.8577,,0.164151,,,1.951,,,-0.096166,0.0,0.0153944,915.597,,,0.449944,0.001492,,0.000247197,,,,,,,,,,,,,,,814.0,111949.0,,,0.223003,0.140221,0.801486,0.853859,510.118,454.0,0.566638,,,,,,,,,,
be,Wikipedia edits (be),edit-bewiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",446889,2461702,,29230878977,,,,15426065880.0,240336472036.0,191119,11.0171,0.000423339,436756,12.0,3.34311,3.89262,4.0,3.54907,0.841924,0.154606,,2.54832,1.921,,,-0.38722,0.0,,14933.9,,,,,,,,,7489.0,439400.0,191119.0,14899.0,328.709,5.60242,0.0313641,0.223081,,,,,,,,,,,,,,,,,,,,,,,,1393066.0,1.76711
mio,Wiktionary edits (io),edit-iowiktionary/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",303742,2537593,,87380697738,4833675190359000,2.240 27 × 1020,,105356001528.0,1192374375348.0,500295,16.7089,0.00851935,303374,11.0,1.64063,3.54397,2.0,2.43932,0.7522,0.217139,0.65289,1.80501,,,,-0.357655,0.0,,3126.8,0.0410476,,,,,,,,541.0,303201.0,500295.0,4431.0,4690.56,8.36934,0.0233229,0.31191,,,,,,,,,,,,,,,,,,,,,,,,1397444.0,1.81588
Tpt,Wikipedia talk (pt),wiki_talk_pt/,Communication network,"['Unipartite', 'directed', 'Unweighted', 'multiple edges']",541355,2424962,,75046674318,,,2241409.0,13588648746.0,408898646862.0,504444,8.95886,4.9931099999999995e-06,534618,9.0,2.22404,3.24704,3.0,2.73906,0.762874,0.201567,0.703861,2.26113,1.661,,,-0.244805,0.0,8.960060000000001e-05,6906.26,0.0202643,1.14561,0.746785,0.0147082,0.0312976,0.0014928,510597.0,0.943183,,,,,,,,,,,,,504376.0,12998.0,,,0.0498606,0.306837,,0.014204,3595.95,3342.92,,,,,,,,,,1463308.0,1.65718
lv,Wikipedia edits (lv),edit-lvwiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",327280,2499933,,13806961746,,,,18278081647.0,201456600310.0,154946,15.277,,325191,11.0,3.40481,3.94351,4.0,3.73252,0.867715,0.136861,,,1.891,,,-0.260832,0.0,,3886.01,,,,,,,,,11758.0,315522.0,154946.0,8450.0,212.615,7.92317,0.0345093,0.184753,,,,,,,,,,,,,,,,,,,,,,,,1242525.0,2.01198
Sc,Catster,petster-friendships-cat/,Online social network,"['Unipartite', 'undirected', 'Unweighted', 'no multiple edges']",149700,5449275,,50615774277,,2.026 55 × 1019,185462177.0,427574757984.0,3623072057374.0,80635,72.8026,0.00048632,148826,10.0,2.15725,2.93524,3.0,2.65122,0.770961,0.197126,0.826455,1.33516,2.121,,,-0.164158,0.0,0.0109924,1181.57,0.106892,,0.135295,0.0250527,0.10757,0.000367287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD,Wikipedia threads (de),wikipedia-discussions-de/,Communication network,"['Unipartite', 'directed', 'Unweighted', 'multiple edges']",91340,2435731,384547.0,235942901,,,5727265.0,1088430251.0,9652669352.0,24285,53.3333,,89146,13.0,3.17252,3.95142,4.0,3.6453,,,,1.816,1.701,,,-0.064893,0.0,0.0728218,,0.0770713,,,0.0435178,0.0732265,0.0010771,,,,,,,,,,,,,,,12787.0,11498.0,,,,,,0.0670298,2316.66,,,,,,,,,,,987092.0,2.46758
bn,Wikipedia edits (bn),edit-bnwiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",545404,2469893,,48646969946,,,,20300587904.0,356995573188.0,267552,9.05711,,536944,13.0,3.35827,3.94349,4.0,3.61058,0.833749,0.145846,,,3.121,,,-0.170346,0.0,,3006.83,,,,,,,,,22343.0,523061.0,267552.0,5061.0,110.544,4.722,0.0397876,0.231414,,,,,,,,,,,,,,,,,,,,,,,,1399600.0,1.76471
Wtt,Wikipedia links (tt),wikipedia_link_tt/,Hyperlink network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",136014,4919249,,7103043449,,,195246386.0,79401198933.0,,51641,72.3345,,135985,11.0,2.72476,3.98735,3.0,3.29346,,0.152561,,,,,,-0.082583,0.0,0.0824631,,,,0.56881,0.00943473,0.0181085,9.301060000000001e-05,,,,,,,,,,,,,,,1196.0,51042.0,,,0.171547,0.191852,0.783907,0.839557,578.389,530.008,,,,,,,,,,,
Tzh,Wikipedia talk (zh),wiki_talk_zh/,Communication network,"['Unipartite', 'directed', 'Unweighted', 'multiple edges']",1219241,2284546,,454139500995,137646405415475008,,1266904.0,6675967773.0,1869969123320.0,937210,3.74749,,1217365,8.0,1.82208,3.71631,2.0,2.74244,0.713955,0.209474,,6.21744,2.861,,,-0.420015,0.0,8.36904e-06,4652.72,0.0370078,1.42591,0.352994,0.0127652,0.0298918,0.00267172,1201258.0,0.985251,,,,,,,,,,,,,937208.0,9268.0,,,0.0448995,0.346666,0.545043,0.0214217,3132.92,2323.87,0.0445365,,,,,,,,,1735118.0,1.31665
Wmk,Wikipedia links (mk),wikipedia_link_mk/,Hyperlink network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",136857,4903213,,3174352469,,,90030780.0,29556333984.0,,17475,71.6545,,136738,11.0,2.86189,3.9402,3.0,3.43488,,0.217719,,,,,,-0.110606,0.0,0.0850858,,,,0.347315,0.0389181,0.0766593,0.000363855,,,,,,,,,,,,,,,3612.0,17466.0,,,0.238062,0.204741,0.686498,0.624295,439.912,315.156,0.531225,,,,,,,,,,
ur,Wikipedia edits (ur),edit-urwiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",678976,2499640,,103717371960,,,,33187012734.0,680368882314.0,358252,7.36297,,675236,10.0,3.26766,3.87214,4.0,3.38588,0.785983,0.18478,,2.65003,2.791,,,-0.379048,0.0,,8900.82,,,,,,,,,6883.0,672093.0,358252.0,8182.0,363.161,3.71919,0.0213935,0.287644,,,,,,,,,,,,,,,,,,,,,,,,1611787.0,1.55085
Wka,Wikipedia links (ka),wikipedia_link_ka/,Hyperlink network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",159755,4887982,,3970105850,20087046933501,,77137955.0,18618740690.0,,28385,61.1935,,159668,10.0,2.69092,3.82209,3.0,3.25807,,0.215102,,,,,,-0.072014,0.0,0.0582891,,,,0.447908,0.0662207,0.130832,0.000740629,,,,,,,,,,,,,,,4268.0,28372.0,,,0.242717,0.200878,0.713213,0.606173,419.105,,0.557443,,,,,,,,,,
mk,Wikipedia edits (mk),edit-mkwiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",423143,2583957,,28595090121,871586286392096,2.518 22 × 1019,,20345739710.0,277149821850.0,244406,12.2132,0.000299793,420976,11.0,3.31839,3.88746,4.0,3.51249,0.853198,0.142589,,,,,,-0.303724,0.0,,3614.91,,,,,,,,,10840.0,412303.0,244406.0,3144.0,238.372,6.26713,0.0323484,0.207741,,,,,,,,,,,,,,,,,,,,,,,,1339883.0,1.92849
J1,Jester 100,jester1/,Rating network,"['Bipartite', 'undirected', 'Ratings', 'no multiple edges']",73521,4136360,,102339759934,1907263353344646,2.893 18 × 1019,,2599984203310.0,21209254824380.0,73413,112.522,0.563376,73521,4.0,1.49962,1.90042,2.0,1.99922,0.645907,0.269422,0.756826,1.84921,2.091,,,-0.413704,0.0,,3007.63,8.92426,,,,,,,,73421.0,100.0,100.0,73413.0,56.3376,41363.6,0.385244,0.404071,,,,,,,,,,,,,,,,0.455631,14.9996,,0.0333259,,,,,,
But,BibSonomy user–tag,bibsonomy-2ut/,Interaction network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",210467,2555080,,991843705,4596638282952,19818609712155388,,305062057.0,6409052574.0,428436,24.2801,0.000382829,209357,12.0,3.51773,4.01115,4.0,4.05136,,0.0897858,,3.67491,1.961,,,,,,62391.4,0.0166019,1.10536,,,,,199969.0,0.95012,5794.0,204673.0,428436.0,182908.0,440.987,12.4837,0.0804832,0.134076,,,,,,,,,,,,,,,,,,,,,,,,453987.0,5.62809
Wsimple,Wikipedia links (simple),wikipedia_link_simple/,Hyperlink network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",185262,5098259,513.0,1999105088,,,197848138.0,77830596597.0,,18962,55.0384,,185198,10.0,2.93441,3.93231,3.0,3.49477,,0.180973,,,,,,-0.0516764,0.0,0.296905,,,1.5291,0.852236,0.0527808,0.101359,0.000611736,,,,,,,,,,,,,,,2039.0,18446.0,,,0.194384,0.16322,,0.783781,700.682,682.022,0.502593,,,,,,,,,,
msv,Wiktionary edits (sv),edit-svwiktionary/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",624325,2728074,,121806057857,,,,42604063037.0,828060985674.0,650950,8.73928,,572945,13.0,3.00595,3.80831,4.0,3.02211,0.757736,0.207172,,2.22847,2.961,,,-0.301992,0.0,,4465.17,,,,,,,,,2340.0,621985.0,650950.0,5800.0,1165.84,4.38608,0.0213202,0.308481,,,,,,,,,,,,,,,,,,,,,,,,1712445.0,1.59309
Tes,Wikipedia talk (es),wiki_talk_es/,Communication network,"['Unipartite', 'directed', 'Unweighted', 'multiple edges']",497446,2702879,310456.0,36007011621,,,2521702.0,17513494039.0,284138127786.0,373874,10.867,,476465,10.0,2.72021,3.74494,3.0,3.22373,0.819217,0.165433,0.732569,,1.781,,,-0.234987,0.0,0.000210101,7538.02,0.0423044,1.16215,0.76178,0.0172553,0.0435373,0.00235225,433355.0,0.87116,,,,,,,,,,,,,373873.0,23514.0,,,0.0784578,0.262955,,0.0270279,3800.41,,,,,,,,,,,1250097.0,2.16214
Wet,Wikipedia links (et),wikipedia_link_et/,Hyperlink network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",295546,5143473,359.0,2235631295,,8094172377338537,67831894.0,16719917783.0,,15907,34.8066,,295478,10.0,3.35229,4.54476,4.0,3.84869,,0.193303,,,,,,-0.0803186,0.0,0.0910238,,,,0.748042,0.0864351,0.138721,0.00123396,,,,,,,,,,,,,,,4680.0,15879.0,,,0.202891,0.183539,0.74567,0.433346,440.839,379.984,,,,,,,,,,,
Bui,BibSonomy user–item,bibsonomy-2ui/,Interaction network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",773241,2555080,,12835279754,,1.037 59 × 1019,,2794766.0,51365102888.0,428436,6.60875,,349470,16.0,3.76318,5.78828,4.0,4.69834,0.730014,,,,,,,-0.0874791,0.0,,1767.75,0.00106924,1.62194,,,,,765582.0,0.985199,5794.0,767447.0,428436.0,341.0,440.987,3.32932,,,,,,,,,,,,,,,,,,,,,,,,,,801784.0,3.18674
cy,Wikipedia edits (cy),edit-cywiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",208087,2767004,,13498204503,,6634120022693724160,,15119863031.0,174955343246.0,843214,26.5947,0.000887368,206776,12.0,2.8151,3.81899,3.0,3.05,,0.152148,,2.03913,3.271,,,-0.313663,0.0,,9487.2,,,,,,,,,5445.0,202642.0,843214.0,4705.0,508.173,13.6546,0.0206234,0.209617,,,,,,,,,,,,,,,,,,,,,,,,979109.0,2.82604
nn,Wikipedia edits (nn),edit-nnwiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",328414,2803064,,32600290661,898534934741636,,,45823346622.0,496994079552.0,177546,17.0703,0.00048186,325559,11.0,3.19748,3.86251,4.0,3.30817,0.843385,0.158159,0.705598,2.04115,3.371,,,-0.289464,0.0,,5790.13,,,,,,,,,10529.0,317885.0,177546.0,8511.0,266.223,8.81786,0.0248967,0.223223,,,,,,,,,,,,,,,,,,,,,,,,1612792.0,1.73802
Bti,BibSonomy tag–item,bibsonomy-2ti/,Feature network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",972120,2555080,,19526902897,,4.672 67 × 1019,,636346469.0,83203483378.0,182908,5.25672,1.59099e-05,937063,22.0,5.17478,6.94813,6.0,5.54073,0.6668,0.25173,0.857427,2.20999,2.051,,,-0.185572,0.0,,430.87,0.000207657,1.65131,,,,,671112.0,0.687641,204673.0,767447.0,182908.0,341.0,12.4837,3.32932,0.134076,0.324171,,,,,,,,,,,,,,,,,,,,,,,,2499057.0,1.02242
WK,Wikipedia messages (en),wiki-Talk/,Communication network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",2394385,5021410,0.0,12593522422,194800937548878,4295377891639605248,9203519.0,2152013141.0,67599513946.0,100032,4.19432,8.758660000000001e-07,2388953,11.0,3.42622,3.94246,4.0,3.88173,0.73598,0.204663,0.78668,4.29332,2.461,,,-0.060392,0.0,0.00219244,493.096,0.0318118,,0.354761,0.016804,0.0318114,0.00203997,,,,,,,,,,,,,,,100022.0,3311.0,111881.0,0.0467264,0.0769222,0.318476,,0.0146897,319.068,228.94,,,,,,,,,,,
Wti,Twitter tag–item,munmun_twitterex_ti/,Feature network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",1502611,2635885,,4418323415,51877537933158,,,70327726.0,18239948076.0,84158,3.50841,5.98791e-06,1234934,31.0,5.38358,7.67244,6.0,5.91157,0.671119,0.244057,,3.79246,1.941,,,-0.0369485,0.0,,23853.3,0.000301907,2.92607,,,,,1040405.0,,270582.0,1232029.0,70377.0,84158.0,9.74154,2.13947,0.13349,0.335298,,,,,,,,,,,,,,,,,,,,,,,,1996158.0,1.32048
Wbug,Wikipedia links (bug),wikipedia_link_bug/,Hyperlink network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",14266,6504058,2.0,1913133598,3048421282701,2338133017359769,604898937.0,265017214643.0,,13870,911.826,,14229,17.0,1.4977,1.92069,2.0,2.03645,,0.419521,,,,,,0.0537701,0.0,0.948547,,,,0.967553,0.0341405,0.0660044,3.47708e-05,,,,,,,,,,,,,,,813.0,13870.0,,,0.426102,0.420619,0.61366,0.999653,814.019,809.002,0.961796,,,,,,,,,,
Wtg,Wikipedia links (tg),wikipedia_link_tg/,Hyperlink network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",110972,5611005,15.0,4321710024,26990031449250,168647078354068864,250221870.0,82996488729.0,,32942,101.125,,110883,11.0,2.82958,3.95637,3.0,3.37309,,0.168065,,,,,,-0.0636096,0.0,0.173696,,,,0.744885,0.0242655,0.0434534,0.000187531,,,,,,,,,,,,,,,709.0,32824.0,,,0.178641,0.240784,0.870739,0.986384,705.891,699.0,0.87401,,,,,,,,,,
la,Wikipedia edits (la),edit-lawiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",256074,2989365,,28217772934,,,,40389482804.0,435993250854.0,231494,23.3477,,251981,12.0,2.80787,3.83795,3.0,3.06761,0.824765,0.172676,,1.81749,2.651,,,-0.312822,0.0,,4321.17,,,,,,,,,10610.0,245464.0,231494.0,4204.0,281.75,12.1784,0.0282679,0.246885,,,,,,,,,,,,,,,,,,,,,,,,1459485.0,2.04823
GO,Google hyperlinks,web-Google/,Hyperlink network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",875713,5105039,,727417224,667827082809,649372878638139,13391903.0,539575204.0,7234914630.0,6353,11.6592,6.65696e-06,855802,24.0,5.74234,7.9482,6.0,6.37375,0.597285,0.279274,0.941199,1.61721,2.731,,,-0.055089,0.0,0.0552306,116.964,0.00270491,,0.174111,0.00124693,,9.439920000000002e-05,,,,,,,,,,,,,,,456.0,6326.0,434818.0,0.49653,0.325541,0.221834,0.388241,0.476963,105.911,37.6396,0.306751,,,,,,,,,,
LY,Youtube links,youtube-links/,Online social network,"['Unipartite', 'directed', 'Unweighted', 'no multiple edges']",1138499,4942297,0.0,1472987114,33377841563982,379296866521715648,3049419.0,467434016.0,9637401158.0,54051,8.68213,3.8130099999999996e-06,1134885,24.0,4.75888,6.77573,5.0,5.43446,0.77535,0.189072,,2.43192,2.141,,,-0.0368819,0.0,0.00621068,392.305,0.00422903,,0.153139,0.00204596,,0.000202591,,,,,,,,,,,,,,,28564.0,25487.0,509245.0,0.447295,0.212471,0.222466,0.921861,0.00750364,199.826,193.324,0.78992,,,,,,,,,,
hi,Wikipedia edits (hi),edit-hiwiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",699316,2942630,,56167534322,,,,13676165567.0,334083932984.0,357650,8.41574,,688223,15.0,3.43717,4.41402,4.0,3.79637,0.835703,0.14488,,3.2471,2.171,,,-0.23055,0.0,,2584.31,,,,,,,,,29073.0,670243.0,357650.0,13570.0,101.215,4.39039,0.0415424,0.21758,,,,,,,,,,,,,,,,,,,,,,,,1615728.0,1.82124
mit,Wiktionary edits (it),edit-itwiktionary/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",462041,3009010,,180566380910,18320496136500864,1.533 32 × 1021,,153112072513.0,1947166850778.0,501233,13.0249,0.000826207,460903,12.0,1.606,3.34914,2.0,2.33148,0.715092,0.217809,0.669394,1.7852,,,,-0.449033,0.0,,2673.56,,,,,,,,,5441.0,456600.0,501233.0,7709.0,553.025,6.59004,0.0172199,0.343073,,,,,,,,,,,,,,,,,,,,,,,,2052595.0,1.46595
mfi,Wiktionary edits (fi),edit-fiwiktionary/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",442268,3103726,,88262258202,4835420998475333,2.431 47 × 1020,,73029735213.0,937291396238.0,501453,14.0355,0.00190943,433487,12.0,1.96136,3.79043,2.0,2.95052,0.774705,0.202802,0.671018,1.96568,,,,-0.216863,0.0,,2018.03,,,,,,,,,2061.0,440207.0,501453.0,2765.0,1505.93,7.05061,0.0186202,0.292124,,,,,,,,,,,,,,,,,,,,,,,,1732365.0,1.79161
DV,Digg votes,digg-votes/,Rating network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",142962,3018197,,3452748079,5552161405338,17710305006153294,,29370076933.0,248779120872.0,24099,42.2238,0.00607869,142962,4.0,3.398,3.8796,4.0,3.7071,0.882325,0.126496,0.820754,1.57235,1.771,,,-0.179694,0.0,,604.628,0.631175,,,,,,,,139409.0,3553.0,10526.0,24099.0,21.6499,849.478,0.177512,0.333871,,,,,,,,,,,,,,,,,,,,,,,,3010898.0,1.00242
vo,Wikipedia edits (vo),edit-vowiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",251379,3159242,,60125724903,2976067036131336,1.452 32 × 1020,,111928252235.0,1135932379110.0,1157637,25.1353,0.00236407,250073,15.0,1.58012,2.51152,2.0,2.20786,0.788123,0.213521,0.681727,1.871,5.501,,,-0.441939,0.0,,3594.74,,,,,,,,,2658.0,248721.0,1157637.0,1043.0,1188.58,12.702,0.0206163,0.285386,,,,,,,,,,,,,,,,,,,,,,,,1562889.0,2.02141
ka,Wikipedia edits (ka),edit-kawiki/,Authorship network,"['Bipartite', 'undirected', 'Unweighted', 'multiple edges']",337163,3135173,,16115587424,,,,,,144028,18.5974,,334873,12.0,3.36681,3.90272,4.0,3.62684,,0.150395,,,,,,-0.193348,0.0,,,,,,,,,,,11230.0,325933.0,144028.0,6692.0,279.178,9.61907,0.027549,0.213836,,,,,,,,,,,,,,,,,,,,,,,,1409327.0,2.22459
PCf,Catster friends,petster-cat-friend/,Online social network,"['Unipartite', 'undirected', 'Unweighted', 'no multiple edges']",204473,5448197,0.0,50615774277,1084712871297358,2.026 55 × 1019,185462177.0,427574757984.0,3623072057374.0,80634,53.2901,,148826,10.0,2.2366,2.98801,3.0,2.72739,0.771029,0.197067,0.826425,1.33518,2.121,,,-0.164158,0.0,0.0109924,1181.28,,,0.134819,0.0250527,0.108273,0.000369755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
